id; age; workClass; education; martialStatus; occupation; race; nativeCountry; salary
2603;0-120;Private;HS-grad;Divorced;*;White;Female;United-States;>50K
12162;0-120;Private;HS-grad;Divorced;*;White;Female;United-States;>50K
5919;51-60;Private;HS-grad;Divorced;*;White;Female;United-States;>50K
8824;51-60;Private;HS-grad;Divorced;*;White;Female;United-States;>50K
84;41-50;Private;HS-grad;Divorced;*;White;Female;United-States;>50K
7199;41-50;Private;HS-grad;Divorced;*;White;Female;United-States;>50K
859;41-50;Private;Bachelors;Never-married;*;White;Female;United-States;>50K
8173;41-50;Private;Bachelors;Never-married;*;White;Female;United-States;>50K
4633;41-50;Private;High School;Married-spouse-absent;*;White;Female;North America;<=50K
12846;41-50;Private;High School;Married-spouse-absent;*;White;Female;North America;<=50K
11966;0-120;Private;Primary School;Widowed;*;White;Female;*;<=50K
18051;0-120;Private;Primary School;Widowed;*;White;Female;*;<=50K
7730;0-120;Private;1st-4th;Widowed;*;White;Female;*;<=50K
17795;0-120;Private;1st-4th;Widowed;*;White;Female;*;<=50K
1063;0-120;Private;Assoc-acdm;Separated;*;White;Female;United-States;<=50K
3937;0-120;Private;Assoc-acdm;Separated;*;White;Female;United-States;<=50K
1022;42;Private;HS-grad;Separated;*;White;Female;*;<=50K
1352;42;Private;HS-grad;Separated;*;White;Female;*;<=50K
381;41-50;Private;5th-6th;Divorced;*;White;Female;North America;<=50K
13850;41-50;Private;5th-6th;Divorced;*;White;Female;North America;<=50K
3335;53;Private;HS-grad;Divorced;*;White;Female;*;<=50K
3434;53;Private;HS-grad;Divorced;*;White;Female;*;<=50K
2861;0-120;Private;1st-4th;Never-married;*;White;Female;North America;<=50K
13759;0-120;Private;1st-4th;Never-married;*;White;Female;North America;<=50K
5842;21-30;Private;1st-4th;Never-married;*;White;Female;North America;<=50K
10345;21-30;Private;1st-4th;Never-married;*;White;Female;North America;<=50K
26743;0-120;Private;5th-6th;Never-married;*;White;Female;North America;<=50K
26805;0-120;Private;5th-6th;Never-married;*;White;Female;North America;<=50K
8466;20-25;Private;5th-6th;Never-married;*;White;Female;North America;<=50K
8884;20-25;Private;5th-6th;Never-married;*;White;Female;North America;<=50K
1792;41-50;Private;9th;Never-married;*;White;Female;*;<=50K
13057;41-50;Private;9th;Never-married;*;White;Female;*;<=50K
424;31-40;Private;10th;Never-married;*;White;Female;North America;<=50K
8615;31-40;Private;10th;Never-married;*;White;Female;North America;<=50K
2914;24;Private;11th;Never-married;*;White;Female;*;<=50K
16038;24;Private;11th;Never-married;*;White;Female;*;<=50K
2992;46-50;Private;Assoc-voc;Never-married;*;White;Female;*;<=50K
4292;46-50;Private;Assoc-voc;Never-married;*;White;Female;*;<=50K
3004;25;Private;Assoc-acdm;Never-married;*;White;Female;*;<=50K
5240;25;Private;Assoc-acdm;Never-married;*;White;Female;*;<=50K
9970;41-45;Private;Bachelors;Never-married;*;White;Female;*;<=50K
17663;41-45;Private;Bachelors;Never-married;*;White;Female;*;<=50K
2809;30;Private;Bachelors;Never-married;*;White;Female;*;<=50K
7076;30;Private;Bachelors;Never-married;*;White;Female;*;<=50K
698;30;Private;Bachelors;Never-married;Technical;White;Female;*;<=50K
4233;30;Private;Bachelors;Never-married;Technical;White;Female;*;<=50K
1517;51-60;Private;Bachelors;Married-civ-spouse;*;White;Female;United-States;<=50K
12843;51-60;Private;Bachelors;Married-civ-spouse;*;White;Female;United-States;<=50K
767;22;Private;Some-college;Married-civ-spouse;*;White;Female;*;<=50K
11654;22;Private;Some-college;Married-civ-spouse;*;White;Female;*;<=50K
5662;0-120;Private;9th;Married-civ-spouse;*;White;Female;*;<=50K
6092;0-120;Private;9th;Married-civ-spouse;*;White;Female;*;<=50K
360;0-120;Private;10th;Married-civ-spouse;*;White;Female;United-States;<=50K
546;0-120;Private;10th;Married-civ-spouse;*;White;Female;United-States;<=50K
3165;26-30;Private;10th;Married-civ-spouse;*;White;Female;North America;<=50K
7504;26-30;Private;10th;Married-civ-spouse;*;White;Female;North America;<=50K
12168;36-40;Federal-gov;Some-college;Divorced;*;Black;Female;United-States;<=50K
12502;36-40;Federal-gov;Some-college;Divorced;*;Black;Female;United-States;<=50K
2685;21-30;Federal-gov;Some-college;Never-married;Adm-clerical;Black;Female;United-States;<=50K
11695;21-30;Federal-gov;Some-college;Never-married;Adm-clerical;Black;Female;United-States;<=50K
2435;0-120;Local-gov;Some-college;Never-married;*;Black;Female;North America;<=50K
13950;0-120;Local-gov;Some-college;Never-married;*;Black;Female;North America;<=50K
2267;31-40;Local-gov;HS-grad;Never-married;*;Black;Female;United-States;<=50K
9856;31-40;Local-gov;HS-grad;Never-married;*;Black;Female;United-States;<=50K
1827;0-120;Local-gov;High School;Divorced;Other;Black;Female;United-States;<=50K
1942;0-120;Local-gov;High School;Divorced;Other;Black;Female;United-States;<=50K
2951;0-120;Private;*;Widowed;*;Black;Female;United-States;<=50K
11581;0-120;Private;*;Widowed;*;Black;Female;United-States;<=50K
621;0-120;Private;11th;Widowed;*;Black;Female;United-States;<=50K
1813;0-120;Private;11th;Widowed;*;Black;Female;United-States;<=50K
446;41-50;Private;HS-grad;Widowed;*;Black;Female;United-States;<=50K
2807;41-50;Private;HS-grad;Widowed;*;Black;Female;United-States;<=50K
294;27;Private;Higher education;Never-married;*;Black;Female;*;<=50K
1076;27;Private;Higher education;Never-married;*;Black;Female;*;<=50K
1329;21-30;Private;11th;Never-married;*;Black;Female;North America;<=50K
2343;21-30;Private;11th;Never-married;*;Black;Female;North America;<=50K
1124;46-50;Private;Some-college;Divorced;*;Black;Female;*;<=50K
10973;46-50;Private;Some-college;Divorced;*;Black;Female;*;<=50K
2192;0-120;Private;High School;Separated;*;Black;Female;United-States;<=50K
3409;0-120;Private;High School;Separated;*;Black;Female;United-States;<=50K
3191;51-60;Private;High School;Separated;*;Black;Female;United-States;<=50K
25591;51-60;Private;High School;Separated;*;Black;Female;United-States;<=50K
2169;0-120;Private;10th;Separated;*;Black;Female;United-States;<=50K
19888;0-120;Private;10th;Separated;*;Black;Female;United-States;<=50K
4601;41-50;Private;11th;Separated;Other;Black;Female;United-States;<=50K
8035;41-50;Private;11th;Separated;Other;Black;Female;United-States;<=50K
6807;21-30;Private;High School;Married-civ-spouse;*;Black;Female;United-States;<=50K
8811;21-30;Private;High School;Married-civ-spouse;*;Black;Female;United-States;<=50K
17095;41-50;Private;HS-grad;Married-civ-spouse;*;Black;Female;United-States;<=50K
18088;41-50;Private;HS-grad;Married-civ-spouse;*;Black;Female;United-States;<=50K
16554;0-120;Private;High School;Married-civ-spouse;*;Other;Male;North America;<=50K
17628;0-120;Private;High School;Married-civ-spouse;*;Other;Male;North America;<=50K
2605;31-40;Private;HS-grad;Married-civ-spouse;*;Other;Male;North America;<=50K
7189;31-40;Private;HS-grad;Married-civ-spouse;*;Other;Male;North America;<=50K
1344;26-30;Private;HS-grad;Never-married;*;Other;Male;*;<=50K
11786;26-30;Private;HS-grad;Never-married;*;Other;Male;*;<=50K
19205;21-30;Private;HS-grad;Never-married;Other;Other;Male;North America;<=50K
21718;21-30;Private;HS-grad;Never-married;Other;Other;Male;North America;<=50K
1844;0-120;Private;High School;Never-married;*;Amer-Indian-Eskimo;Male;North America;<=50K
3443;0-120;Private;High School;Never-married;*;Amer-Indian-Eskimo;Male;North America;<=50K
2798;0-120;Private;11th;Never-married;*;Amer-Indian-Eskimo;Male;United-States;<=50K
8288;0-120;Private;11th;Never-married;*;Amer-Indian-Eskimo;Male;United-States;<=50K
565;0-120;Private;HS-grad;Never-married;*;Amer-Indian-Eskimo;Male;North America;<=50K
9196;0-120;Private;HS-grad;Never-married;*;Amer-Indian-Eskimo;Male;North America;<=50K
8070;0-120;Private;HS-grad;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
12404;0-120;Private;HS-grad;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
12413;26-30;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
20166;26-30;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
2096;26;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
14572;26;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
1471;25;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
19200;25;Private;Bachelors;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
3715;21;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
7469;21;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
11252;26-30;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
16564;26-30;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
434;27;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
17382;27;Private;Some-college;Never-married;*;Asian-Pac-Islander;Male;*;<=50K
6006;0-120;Private;5th-6th;Married-civ-spouse;Other;Asian-Pac-Islander;Male;*;<=50K
26792;0-120;Private;5th-6th;Married-civ-spouse;Other;Asian-Pac-Islander;Male;*;<=50K
4303;0-120;Private;Primary School;Married-civ-spouse;Technical;Asian-Pac-Islander;Male;Asia;<=50K
5971;0-120;Private;Primary School;Married-civ-spouse;Technical;Asian-Pac-Islander;Male;Asia;<=50K
6219;41-50;Private;Professional Education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
20621;41-50;Private;Professional Education;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
4403;31-35;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
19755;31-35;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
2654;36-40;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
7808;36-40;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
1839;41-50;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
8953;41-50;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
1411;41-50;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
6065;41-50;Non-Government;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
6038;41-50;Private;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
12070;41-50;Private;HS-grad;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;<=50K
4972;0-120;Private;Doctorate;Married-civ-spouse;*;Asian-Pac-Islander;Male;Asia;>50K
17540;0-120;Private;Doctorate;Married-civ-spouse;*;Asian-Pac-Islander;Male;Asia;>50K
652;31-40;Private;Doctorate;Married-civ-spouse;*;Asian-Pac-Islander;Male;Asia;>50K
13551;31-40;Private;Doctorate;Married-civ-spouse;*;Asian-Pac-Islander;Male;Asia;>50K
13862;41-45;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
16729;41-45;Private;Bachelors;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
10208;41-45;Private;Bachelors;Married-civ-spouse;Other;Asian-Pac-Islander;Male;*;>50K
28924;41-45;Private;Bachelors;Married-civ-spouse;Other;Asian-Pac-Islander;Male;*;>50K
14299;36-40;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
16673;36-40;Private;Some-college;Married-civ-spouse;*;Asian-Pac-Islander;Male;*;>50K
14648;0-120;State-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;>50K
20452;0-120;State-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;>50K
180;41-50;Local-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;>50K
1484;41-50;Local-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;>50K
1300;26-30;Federal-gov;Higher education;Never-married;*;Black;Male;United-States;<=50K
1883;26-30;Federal-gov;Higher education;Never-married;*;Black;Male;United-States;<=50K
1298;0-120;Local-gov;Higher education;Never-married;Other;Black;Male;United-States;<=50K
3316;0-120;Local-gov;Higher education;Never-married;Other;Black;Male;United-States;<=50K
9326;31-40;Local-gov;Undergraduate;Never-married;*;Black;Male;United-States;<=50K
9875;31-40;Local-gov;Undergraduate;Never-married;*;Black;Male;United-States;<=50K
3755;26-30;Government;HS-grad;Never-married;*;Black;Male;United-States;<=50K
4245;26-30;Government;HS-grad;Never-married;*;Black;Male;United-States;<=50K
210;41-50;Local-gov;High School;Married-civ-spouse;*;Black;Male;United-States;<=50K
6365;41-50;Local-gov;High School;Married-civ-spouse;*;Black;Male;United-States;<=50K
17014;41-50;Federal-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;<=50K
18098;41-50;Federal-gov;Undergraduate;Married-civ-spouse;*;Black;Male;United-States;<=50K
3442;46-50;Private;Some-college;Married-civ-spouse;*;Black;Male;United-States;>50K
5568;46-50;Private;Some-college;Married-civ-spouse;*;Black;Male;United-States;>50K
6971;36-40;Private;Some-college;Married-civ-spouse;*;Black;Male;United-States;>50K
7249;36-40;Private;Some-college;Married-civ-spouse;*;Black;Male;United-States;>50K
3223;0-120;Private;Bachelors;Divorced;*;Black;Male;United-States;<=50K
7192;0-120;Private;Bachelors;Divorced;*;Black;Male;United-States;<=50K
16132;0-120;Private;Assoc-acdm;Divorced;*;Black;Male;United-States;<=50K
16590;0-120;Private;Assoc-acdm;Divorced;*;Black;Male;United-States;<=50K
2463;0-120;Private;Assoc-voc;Divorced;*;Black;Male;United-States;<=50K
19541;0-120;Private;Assoc-voc;Divorced;*;Black;Male;United-States;<=50K
2510;41-50;Private;HS-grad;Divorced;Other;Black;Male;North America;<=50K
2742;41-50;Private;HS-grad;Divorced;Other;Black;Male;North America;<=50K
2052;0-120;Private;11th;Never-married;*;Black;Male;North America;<=50K
3314;0-120;Private;11th;Never-married;*;Black;Male;North America;<=50K
7411;20-25;Private;Bachelors;Never-married;*;Black;Male;United-States;<=50K
8616;20-25;Private;Bachelors;Never-married;*;Black;Male;United-States;<=50K
505;24;Private;Bachelors;Never-married;*;Black;Male;United-States;<=50K
907;24;Private;Bachelors;Never-married;*;Black;Male;United-States;<=50K
330;41-50;Private;Some-college;Never-married;*;Black;Male;United-States;<=50K
707;41-50;Private;Some-college;Never-married;*;Black;Male;United-States;<=50K
795;22;Private;Some-college;Never-married;*;Black;Male;North America;<=50K
3706;22;Private;Some-college;Never-married;*;Black;Male;North America;<=50K
124;0-20;Private;Some-college;Never-married;*;Black;Male;United-States;<=50K
2564;0-20;Private;Some-college;Never-married;*;Black;Male;United-States;<=50K
8114;31-35;Private;Assoc-voc;Never-married;*;Black;Male;United-States;<=50K
9456;31-35;Private;Assoc-voc;Never-married;*;Black;Male;United-States;<=50K
20032;34;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;<=50K
26531;34;Private;Some-college;Married-civ-spouse;*;Black;Male;North America;<=50K
457;36-40;Private;Some-college;Married-civ-spouse;*;Black;Male;United-States;<=50K
3682;36-40;Private;Some-college;Married-civ-spouse;*;Black;Male;United-States;<=50K
12636;0-120;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;<=50K
13263;0-120;Private;HS-grad;Married-civ-spouse;*;Black;Male;*;<=50K
532;36;Private;HS-grad;Married-civ-spouse;*;Black;Male;North America;<=50K
5004;36;Private;HS-grad;Married-civ-spouse;*;Black;Male;North America;<=50K
1632;0-120;State-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;>50K
12756;0-120;State-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;>50K
3574;61-70;State-gov;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
9828;61-70;State-gov;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
3020;51-55;State-gov;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
4433;51-55;State-gov;Doctorate;Married-civ-spouse;*;White;Male;*;>50K
14628;0-120;State-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
23879;0-120;State-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
12693;51-60;State-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
17501;51-60;State-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
12526;41-50;State-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
13093;41-50;State-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
5712;41-50;State-gov;Some-college;Married-civ-spouse;Technical;White;Male;United-States;>50K
7868;41-50;State-gov;Some-college;Married-civ-spouse;Technical;White;Male;United-States;>50K
6985;0-120;State-gov;Bachelors;Married-civ-spouse;*;White;Male;North America;>50K
9232;0-120;State-gov;Bachelors;Married-civ-spouse;*;White;Male;North America;>50K
4551;21-30;State-gov;HS-grad;Never-married;*;White;Male;United-States;<=50K
10694;21-30;State-gov;HS-grad;Never-married;*;White;Male;United-States;<=50K
3172;0-120;State-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
6819;0-120;State-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
9337;26-30;State-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
18347;26-30;State-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
3970;0-120;State-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
10527;0-120;State-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
3250;0-120;State-gov;11th;Married-civ-spouse;*;White;Male;United-States;<=50K
9746;0-120;State-gov;11th;Married-civ-spouse;*;White;Male;United-States;<=50K
737;41-50;State-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
749;41-50;State-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
1798;46-50;Federal-gov;HS-grad;Married-civ-spouse;*;White;Male;*;>50K
1981;46-50;Federal-gov;HS-grad;Married-civ-spouse;*;White;Male;*;>50K
355;31-40;Federal-gov;HS-grad;Married-civ-spouse;Adm-clerical;White;Male;*;>50K
11200;31-40;Federal-gov;HS-grad;Married-civ-spouse;Adm-clerical;White;Male;*;>50K
4354;0-120;Federal-gov;Doctorate;Married-civ-spouse;Prof-specialty;White;Male;*;>50K
10286;0-120;Federal-gov;Doctorate;Married-civ-spouse;Prof-specialty;White;Male;*;>50K
8249;0-120;Federal-gov;Prof-school;Married-civ-spouse;*;White;Male;*;>50K
15664;0-120;Federal-gov;Prof-school;Married-civ-spouse;*;White;Male;*;>50K
184;37;Federal-gov;Some-college;Married-civ-spouse;*;White;Male;*;>50K
10815;37;Federal-gov;Some-college;Married-civ-spouse;*;White;Male;*;>50K
7914;0-120;Federal-gov;Masters;Married-civ-spouse;Other;White;Male;*;>50K
14839;0-120;Federal-gov;Masters;Married-civ-spouse;Other;White;Male;*;>50K
3271;31-40;Federal-gov;Masters;Married-civ-spouse;*;White;Male;United-States;>50K
12948;31-40;Federal-gov;Masters;Married-civ-spouse;*;White;Male;United-States;>50K
135;36-40;Federal-gov;Masters;Married-civ-spouse;Prof-specialty;White;Male;*;>50K
11409;36-40;Federal-gov;Masters;Married-civ-spouse;Prof-specialty;White;Male;*;>50K
7516;26-30;Federal-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
8559;26-30;Federal-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
3951;20-25;Federal-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
6400;20-25;Federal-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
10610;31-40;Federal-gov;Professional Education;Married-civ-spouse;Technical;White;Male;United-States;<=50K
10979;31-40;Federal-gov;Professional Education;Married-civ-spouse;Technical;White;Male;United-States;<=50K
2702;0-120;Federal-gov;Bachelors;Married-civ-spouse;Nontechnical;White;Male;United-States;<=50K
2820;0-120;Federal-gov;Bachelors;Married-civ-spouse;Nontechnical;White;Male;United-States;<=50K
1310;41-50;Federal-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
11011;41-50;Federal-gov;Bachelors;Married-civ-spouse;*;White;Male;United-States;<=50K
194;41-50;Federal-gov;Bachelors;Married-civ-spouse;Technical;White;Male;United-States;<=50K
15262;41-50;Federal-gov;Bachelors;Married-civ-spouse;Technical;White;Male;United-States;<=50K
2028;41-50;Federal-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
5039;41-50;Federal-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;<=50K
5894;26-30;Local-gov;Professional Education;Married-civ-spouse;*;White;Male;*;<=50K
9225;26-30;Local-gov;Professional Education;Married-civ-spouse;*;White;Male;*;<=50K
535;0-120;Local-gov;12th;Married-civ-spouse;*;White;Male;North America;<=50K
3038;0-120;Local-gov;12th;Married-civ-spouse;*;White;Male;North America;<=50K
9823;0-120;Local-gov;Bachelors;Divorced;*;White;Male;North America;<=50K
11014;0-120;Local-gov;Bachelors;Divorced;*;White;Male;North America;<=50K
3426;0-120;Local-gov;Professional Education;Divorced;*;White;Male;United-States;<=50K
5544;0-120;Local-gov;Professional Education;Divorced;*;White;Male;United-States;<=50K
5981;0-120;Local-gov;HS-grad;Divorced;*;White;Male;United-States;<=50K
12749;0-120;Local-gov;HS-grad;Divorced;*;White;Male;United-States;<=50K
6730;31-40;Local-gov;HS-grad;Divorced;*;White;Male;United-States;<=50K
9389;31-40;Local-gov;HS-grad;Divorced;*;White;Male;United-States;<=50K
4379;0-120;Local-gov;11th;Never-married;*;White;Male;United-States;<=50K
17467;0-120;Local-gov;11th;Never-married;*;White;Male;United-States;<=50K
19767;0-120;Local-gov;11th;Never-married;Other;White;Male;United-States;<=50K
24398;0-120;Local-gov;11th;Never-married;Other;White;Male;United-States;<=50K
3839;0-120;Local-gov;HS-grad;Never-married;*;White;Male;United-States;<=50K
5360;0-120;Local-gov;HS-grad;Never-married;*;White;Male;United-States;<=50K
8593;36-40;Local-gov;HS-grad;Never-married;*;White;Male;North America;<=50K
13108;36-40;Local-gov;HS-grad;Never-married;*;White;Male;North America;<=50K
4686;0-120;Local-gov;Masters;Never-married;*;White;Male;United-States;<=50K
8705;0-120;Local-gov;Masters;Never-married;*;White;Male;United-States;<=50K
11646;20-25;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
18650;20-25;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
292;26-30;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
1189;26-30;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
613;26;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
1524;26;Local-gov;Bachelors;Never-married;*;White;Male;United-States;<=50K
5068;0-120;Local-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
14395;0-120;Local-gov;Some-college;Never-married;*;White;Male;United-States;<=50K
1244;0-120;Local-gov;Some-college;Never-married;Other;White;Male;United-States;<=50K
18768;0-120;Local-gov;Some-college;Never-married;Other;White;Male;United-States;<=50K
10933;41-50;Local-gov;Assoc-voc;Never-married;*;White;Male;United-States;<=50K
19384;41-50;Local-gov;Assoc-voc;Never-married;*;White;Male;United-States;<=50K
6034;21-30;Local-gov;Assoc-voc;Never-married;Other;White;Male;United-States;<=50K
7927;21-30;Local-gov;Assoc-voc;Never-married;Other;White;Male;United-States;<=50K
1058;49;Local-gov;Masters;Married-civ-spouse;*;White;Male;*;>50K
4875;49;Local-gov;Masters;Married-civ-spouse;*;White;Male;*;>50K
4297;31-35;Local-gov;Masters;Married-civ-spouse;*;White;Male;United-States;>50K
4343;31-35;Local-gov;Masters;Married-civ-spouse;*;White;Male;United-States;>50K
5793;41-45;Local-gov;High School;Married-civ-spouse;*;White;Male;United-States;>50K
7843;41-45;Local-gov;High School;Married-civ-spouse;*;White;Male;United-States;>50K
10799;0-120;Local-gov;Doctorate;Married-civ-spouse;Exec-managerial;White;Male;United-States;>50K
21430;0-120;Local-gov;Doctorate;Married-civ-spouse;Exec-managerial;White;Male;United-States;>50K
7503;0-120;Local-gov;Doctorate;Married-civ-spouse;Prof-specialty;White;Male;United-States;>50K
21027;0-120;Local-gov;Doctorate;Married-civ-spouse;Prof-specialty;White;Male;United-States;>50K
6546;0-120;Local-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;>50K
10379;0-120;Local-gov;Assoc-acdm;Married-civ-spouse;*;White;Male;United-States;>50K
12163;0-120;Local-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
18914;0-120;Local-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
5610;31-40;Local-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
8505;31-40;Local-gov;Assoc-voc;Married-civ-spouse;*;White;Male;United-States;>50K
11468;51-60;Local-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
18888;51-60;Local-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
6849;21-30;Local-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
14533;21-30;Local-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
5696;31-35;Local-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
6115;31-35;Local-gov;Some-college;Married-civ-spouse;*;White;Male;United-States;>50K
